id_2	invicta_1985	invicta_1995	invicta_2005	invicta_2015	invicta_2023	nf_veg_1985	area_veg_1985	nf_veg_1995	area_veg_1995	nf_veg_2005	area_veg_2005	nf_veg_2015	area_veg_2015	nf_veg_2022	area_veg_2022	nf_urb_1985	area_urb_1985	nf_urb_1995	area_urb_1995	nf_urb_2005	area_urb_2005	nf_urb_2015	area_urb_2015	nf_urb_2022	area_urb_2022
1281	0	0	0	0	0	301	13191455	284	10153608	280	8483932	314	7743129	378	8614027	7	168191	8	521144	7	739048	6	961924	5	1109403
1282	0	0	0	0	3	247	26030999	250	24873529	272	23845435	340	23457885	390	24841650	2	14852	2	59405	4	124584	3	210390	5	220291
1283	0	0	0	0	0	45	16618442	52	16960218	45	17573052	42	18193290	49	18444660	48	1252239	30	1767446	17	2472438	19	2626093	30	2746885
1330	0	0	0	0	0	244	4303585	252	4248286	294	4614921	414	6242930	409	6208574	88	623656	143	1076509	86	1008720	35	565115	29	565113
1333	0	0	2	2	2	347	14218381	215	8877572	358	11304662	354	11932320	389	13036983	4	132272	1	271984	2	373668	2	408389	2	447244
1334	0	0	0	0	0	23	3716877	19	3813202	9	4019008	9	4064287	8	4109561	2	4116	0	0	0	0	0	0	0	0
1372	0	0	0	0	0	10	91804	15	169749	20	335172	28	721445	25	626177	0	0	0	0	0	0	0	0	0	0
1373	0	0	0	0	0	167	5469866	309	10518407	264	18652378	272	8523493	292	8555291	37	896748	39	1051390	53	793066	3	541679	3	545998
1378	0	0	0	0	0	72	2759145	63	2246993	52	1901592	59	1903279	57	2032613	0	0	0	0	0	0	0	0	0	0
1381	0	0	0	1	1	53	2381547	27	1199619	16	978213	20	963897	19	882244	23	31848356	9	38176292	4	40358302	6	40759847	8	40864226
1383	0	0	0	0	0	374	11013646	359	9584153	398	9487214	535	11457178	547	12053653	7	438603	6	813710	7	1060162	11	1497926	13	1660831
1385	0	0	0	1	1	247	36549305	230	33923443	238	34442237	244	34637088	235	35810535	0	0	0	0	0	0	0	0	0	0
1386	0	0	0	1	1	68	55693222	79	56163596	60	55554598	65	55090803	58	55183214	41	882692	19	1328154	19	1670515	21	2163858	33	2307412
1426	0	0	0	0	0	1	2581	0	0	2	96351	15	735571	46	854209	4	53333	2	242579	1	309675	1	375912	1	443008
1431	0	0	0	0	0	112	17596371	123	16572203	123	17280662	125	19219740	106	18331020	0	0	0	0	0	0	0	0	0	0
1433	0	0	0	21	21	184	27496132	184	26464258	174	24440020	166	21407291	175	20321506	48	7582201	78	10031826	85	15429008	87	19876944	106	20600499
1435	0	0	0	0	0	213	7944380	228	8463006	198	7791864	340	10703399	308	10956852	13	91705	9	177558	11	302595	17	367617	22	442644
1436	0	0	0	0	1	191	21971943	247	24481294	234	27164100	241	31520216	237	33512984	1	8304	0	0	0	0	1	13284	3	43176
1437	0	0	0	2	3	45	72014456	27	72374020	25	72893965	23	73189109	19	73455315	1	5787	2	2481	2	2481	2	2481	2	2481
1485	0	0	0	0	0	188	23270750	214	18256683	197	20348459	245	21958149	222	22384045	15	128814	22	227319	14	238272	6	301439	14	326696
1486	0	0	0	0	0	275	17608229	301	16215268	269	16039228	355	20901080	377	22084428	5	20970	4	18455	6	16776	17	60386	5	20969
1488	0	0	0	0	0	161	13216312	183	13862902	144	13854583	195	14902252	173	14470409	7	203865	7	327021	8	615765	8	764714	34	1212429
1489	0	0	0	1	1	245	31316525	222	35299043	205	38485318	222	40269431	213	40751490	1	14086	0	0	0	0	2	9114	3	16570
