id_hex	decada	ocorrência
1541	1995	0
1578	1995	0
1584	1995	0
1587	1995	0
1592	1995	0
1594	1995	0
1628	1995	0
1629	1995	0
1634	1995	0
1635	1995	0
1637	1995	0
1644	1995	0
1685	1995	0
1686	1995	0
1691	1995	0
1692	1995	0
1693	1995	0
1694	1995	0
1730	1995	0
1736	1995	0
1737	1995	0
1738	1995	0
1742	1995	0
1743	1995	0
1744	1995	0
1745	1995	0
1786	1995	0
1787	1995	0
1788	1995	0
1789	1995	0
1791	1995	0
1792	1995	0
1794	1995	0
1795	1995	0
1796	1995	0
1837	1995	0
1838	1995	0
1839	1995	0
1840	1995	0
1841	1995	0
1842	1995	0
1844	1995	0
1845	1995	0
1875	1995	0
1888	1995	0
1889	1995	0
1939	1995	0
2032	1995	0
2041	1995	0
2042	1995	0
2093	1995	0
2142	1995	1
2196	1995	0
2241	1995	0
2243	1995	0
2244	1995	0
2245	1995	1
241	2005	4
242	2005	0
291	2005	0
292	2005	0
344	2005	0
345	2005	0
349	2005	0
350	2005	4
396	2005	0
400	2005	0
405	2005	0
406	2005	0
407	2005	0
409	2005	0
449	2005	1
450	2005	0
454	2005	0
455	2005	0
456	2005	0
457	2005	0
459	2005	0
502	2005	0
507	2005	0
508	2005	0
509	2005	0
510	2005	0
553	2005	0
559	2005	0
560	2005	0
561	2005	0
562	2005	0
565	2005	0
569	2005	3
604	2005	0
606	2005	15
608	2005	0
611	2005	0
612	2005	0
616	2005	0
619	2005	0
654	2005	0
655	2005	0
659	2005	0
661	2005	0
662	2005	0
664	2005	0
665	2005	0
668	2005	1
669	2005	5
670	2005	0
705	2005	0
709	2005	0
713	2005	0
714	2005	0
716	2005	0
718	2005	0
720	2005	0
721	2005	0
758	2005	0
759	2005	0
762	2005	0
763	2005	0
764	2005	0
765	2005	0
766	2005	0
770	2005	0
772	2005	0
773	2005	0
774	2005	0
809	2005	0
810	2005	0
811	2005	0
812	2005	0
814	2005	0
817	2005	0
818	2005	0
819	2005	0
821	2005	0
823	2005	0
824	2005	0
862	2005	0
863	2005	1
865	2005	0
870	2005	0
872	2005	0
873	2005	0
874	2005	0
875	2005	0
916	2005	0
918	2005	0
920	2005	0
921	2005	0
922	2005	0
923	2005	0
924	2005	1
925	2005	3
926	2005	1
963	2005	0
970	2005	1
971	2005	0
972	2005	1
973	2005	1
974	2005	0
1021	2005	14
1023	2005	0
1024	2005	0
1071	2005	0
1072	2005	0
1073	2005	2
1074	2005	4
1075	2005	5
1124	2005	1
1125	2005	0
1126	2005	0
1127	2005	4
1176	2005	0
1177	2005	0
1178	2005	0
1179	2005	0
1227	2005	0
1228	2005	0
1229	2005	1
1230	2005	0
1231	2005	0
1277	2005	0
1279	2005	0
1280	2005	0
1281	2005	0
1282	2005	0
1283	2005	0
1330	2005	0
1333	2005	2
1334	2005	0
1372	2005	0
1373	2005	0
1378	2005	0
1381	2005	0
1383	2005	0
1385	2005	0
1386	2005	0
1426	2005	0
1431	2005	0
1433	2005	0
1435	2005	0
1436	2005	0
1437	2005	0
1485	2005	0
1486	2005	0
1488	2005	0
1489	2005	0
1490	2005	1
1535	2005	0
1536	2005	0
1538	2005	0
1541	2005	0
1578	2005	0
1584	2005	0
1587	2005	0
1592	2005	0
1594	2005	0
1628	2005	0
1629	2005	0
1634	2005	0
1635	2005	0
1637	2005	0
1644	2005	0
1685	2005	0
1686	2005	0
1691	2005	0
1692	2005	0
1693	2005	0
1694	2005	0
1730	2005	0
1736	2005	0
1737	2005	0
1738	2005	0
1742	2005	0
1743	2005	0
1744	2005	0
1745	2005	0
1786	2005	0
1787	2005	0
1788	2005	0
1789	2005	0
1791	2005	0
1792	2005	0
1794	2005	0
1795	2005	0
1796	2005	0
1837	2005	0
1838	2005	0
1839	2005	0
1840	2005	0
1841	2005	0
1842	2005	0
1844	2005	0
1845	2005	0
1875	2005	0
1888	2005	0
1889	2005	0
1939	2005	0
2032	2005	0
2041	2005	0
2042	2005	0
2093	2005	0
2142	2005	1
2196	2005	0
2241	2005	0
2243	2005	0
2244	2005	0
2245	2005	1
241	2015	4
242	2015	0
291	2015	0
292	2015	1
344	2015	0
345	2015	0
349	2015	0
350	2015	4
396	2015	0
400	2015	2
405	2015	0
406	2015	0
407	2015	0
409	2015	0
449	2015	1
450	2015	0
454	2015	0
455	2015	0
456	2015	2
457	2015	0
459	2015	0
502	2015	0
507	2015	1
508	2015	1
509	2015	0
510	2015	0
553	2015	0
559	2015	0
560	2015	0
561	2015	10
562	2015	0
565	2015	2
569	2015	3
604	2015	0
606	2015	15
608	2015	0
611	2015	0
612	2015	0
616	2015	0
619	2015	0
654	2015	0
655	2015	0
659	2015	0
661	2015	0
662	2015	0
664	2015	0
665	2015	0
668	2015	1
669	2015	5
670	2015	2
705	2015	0
709	2015	0
713	2015	0
714	2015	0
716	2015	0
718	2015	2
720	2015	0
721	2015	0
758	2015	0
759	2015	0
762	2015	0
763	2015	0
764	2015	0
765	2015	0
766	2015	1
770	2015	1
772	2015	3
773	2015	2
774	2015	0
809	2015	0
810	2015	0
811	2015	0
812	2015	0
814	2015	0
817	2015	0
818	2015	0
819	2015	0
821	2015	1
823	2015	0
824	2015	1
862	2015	0
863	2015	1
865	2015	0
870	2015	3
872	2015	2
873	2015	0
874	2015	0
875	2015	5
916	2015	0
918	2015	0
920	2015	0
921	2015	0
922	2015	0
923	2015	0
924	2015	1
925	2015	3
926	2015	1
963	2015	0
970	2015	1
971	2015	0
972	2015	1
973	2015	1
974	2015	0
1021	2015	16
1023	2015	0
1024	2015	0
1071	2015	0
1072	2015	0
1073	2015	3
1074	2015	6
1075	2015	7
1124	2015	1
1125	2015	0
1126	2015	1
1127	2015	4
1176	2015	1
1177	2015	1
1178	2015	0
1179	2015	1
1227	2015	0
1228	2015	0
1229	2015	1
1230	2015	0
1231	2015	0
1277	2015	0
1279	2015	0
1280	2015	0
1281	2015	0
1282	2015	0
1283	2015	0
1330	2015	0
1333	2015	2
1334	2015	0
1372	2015	0
1373	2015	0
1378	2015	0
1381	2015	1
1383	2015	0
1385	2015	1
1386	2015	1
1426	2015	0
1431	2015	0
1433	2015	21
1435	2015	0
1436	2015	0
1437	2015	2
1485	2015	0
1486	2015	0
1488	2015	0
1489	2015	1
1490	2015	1
1535	2015	0
1536	2015	10
1538	2015	0
1541	2015	0
1578	2015	0
1584	2015	0
1587	2015	0
1592	2015	0
1594	2015	0
1628	2015	0
1629	2015	0
1634	2015	0
1635	2015	0
1637	2015	0
1644	2015	0
1685	2015	0
1686	2015	0
1691	2015	0
1692	2015	0
1693	2015	0
1694	2015	0
1730	2015	0
1736	2015	0
1737	2015	0
1738	2015	0
1742	2015	0
1743	2015	0
1744	2015	0
1745	2015	0
1786	2015	0
1787	2015	0
1788	2015	0
1789	2015	0
1791	2015	0
1792	2015	0
1794	2015	0
1795	2015	0
1796	2015	0
1837	2015	0
1838	2015	0
1839	2015	0
1840	2015	0
1841	2015	0
1842	2015	0
1844	2015	0
1845	2015	0
1875	2015	0
1888	2015	0
1889	2015	0
1939	2015	0
2032	2015	0
2041	2015	0
2042	2015	0
2093	2015	0
2142	2015	1
2196	2015	0
2241	2015	0
2243	2015	0
2244	2015	0
2245	2015	1
241	2024	4
242	2024	0
291	2024	0
292	2024	1
344	2024	0
345	2024	0
349	2024	0
350	2024	4
396	2024	0
400	2024	2
405	2024	1
406	2024	0
407	2024	0
409	2024	0
449	2024	1
450	2024	0
454	2024	0
455	2024	0
456	2024	2
457	2024	0
459	2024	0
502	2024	0
507	2024	2
508	2024	1
509	2024	1
510	2024	1
553	2024	0
559	2024	2
560	2024	0
561	2024	10
562	2024	0
565	2024	2
569	2024	3
604	2024	0
606	2024	15
608	2024	0
611	2024	0
612	2024	0
616	2024	2
619	2024	0
654	2024	0
655	2024	0
659	2024	0
661	2024	0
662	2024	1
664	2024	2
665	2024	0
668	2024	1
669	2024	5
670	2024	2
705	2024	0
709	2024	0
713	2024	0
714	2024	0
716	2024	0
718	2024	3
720	2024	0
721	2024	0
758	2024	0
759	2024	0
762	2024	0
763	2024	0
764	2024	1
765	2024	3
766	2024	1
770	2024	1
772	2024	4
773	2024	2
774	2024	0
809	2024	0
810	2024	0
811	2024	0
812	2024	0
814	2024	0
817	2024	0
818	2024	0
819	2024	0
821	2024	1
823	2024	0
824	2024	1
862	2024	0
863	2024	1
865	2024	0
870	2024	3
872	2024	2
873	2024	0
874	2024	0
875	2024	5
916	2024	2
918	2024	0
920	2024	0
921	2024	1
922	2024	0
923	2024	0
924	2024	1
925	2024	4
926	2024	1
963	2024	0
970	2024	1
971	2024	0
972	2024	1
973	2024	1
974	2024	0
1021	2024	17
1023	2024	0
1024	2024	1
1071	2024	0
1072	2024	0
1073	2024	3
1074	2024	6
1075	2024	7
1124	2024	1
1125	2024	0
1126	2024	5
1127	2024	4
1176	2024	8
1177	2024	1
1178	2024	0
1179	2024	171
1227	2024	0
1228	2024	0
1229	2024	1
1230	2024	2
1231	2024	0
1277	2024	0
1279	2024	0
1280	2024	0
1281	2024	0
1282	2024	3
1283	2024	0
1330	2024	0
1333	2024	2
1334	2024	0
1372	2024	0
1373	2024	0
1378	2024	0
1381	2024	1
1383	2024	0
1385	2024	1
1386	2024	1
1426	2024	0
1431	2024	0
1433	2024	21
1435	2024	0
1436	2024	1
1437	2024	3
1485	2024	0
1486	2024	0
1488	2024	0
1489	2024	1
1490	2024	1
1535	2024	1
1536	2024	28
1538	2024	0
1541	2024	0
1578	2024	0
1584	2024	0
1587	2024	0
1592	2024	0
1594	2024	0
1628	2024	0
1629	2024	0
1634	2024	0
1635	2024	0
1637	2024	0
1644	2024	0
1685	2024	0
1686	2024	0
1691	2024	0
1692	2024	0
1693	2024	0
1694	2024	0
1730	2024	0
1736	2024	0
1737	2024	0
1738	2024	0
1742	2024	0
1743	2024	0
1744	2024	0
1745	2024	1
1786	2024	0
1787	2024	0
1788	2024	0
1789	2024	0
1791	2024	0
1792	2024	0
1794	2024	0
1795	2024	0
1796	2024	0
1837	2024	0
1838	2024	0
1839	2024	0
1840	2024	0
1841	2024	0
1842	2024	0
1844	2024	0
1845	2024	0
1875	2024	0
1888	2024	0
1889	2024	0
1939	2024	0
2032	2024	0
2041	2024	0
2042	2024	1
2093	2024	0
2142	2024	1
2196	2024	0
2241	2024	0
2243	2024	0
2244	2024	0
2245	2024	1
