id_hex	decada	ocorrência
241	1985	0
242	1985	0
291	1985	0
292	1985	0
344	1985	0
345	1985	0
349	1985	0
350	1985	0
396	1985	0
400	1985	0
405	1985	0
406	1985	0
407	1985	0
409	1985	0
449	1985	0
450	1985	0
454	1985	0
455	1985	0
456	1985	0
457	1985	0
459	1985	0
502	1985	0
507	1985	0
508	1985	0
509	1985	0
510	1985	0
553	1985	0
559	1985	0
560	1985	0
561	1985	0
562	1985	0
565	1985	0
569	1985	1
604	1985	0
606	1985	0
608	1985	0
611	1985	0
612	1985	0
616	1985	0
619	1985	0
654	1985	0
655	1985	0
659	1985	0
661	1985	0
662	1985	0
664	1985	0
665	1985	0
668	1985	0
669	1985	5
670	1985	0
705	1985	0
709	1985	0
713	1985	0
714	1985	0
716	1985	0
718	1985	0
720	1985	0
721	1985	0
758	1985	0
759	1985	0
762	1985	0
763	1985	0
764	1985	0
765	1985	0
766	1985	0
770	1985	0
772	1985	0
773	1985	0
774	1985	0
809	1985	0
810	1985	0
811	1985	0
812	1985	0
814	1985	0
817	1985	0
818	1985	0
819	1985	0
821	1985	0
823	1985	0
824	1985	0
862	1985	0
863	1985	1
865	1985	0
870	1985	0
872	1985	0
873	1985	0
874	1985	0
875	1985	0
916	1985	0
918	1985	0
920	1985	0
921	1985	0
922	1985	0
923	1985	0
924	1985	1
925	1985	2
926	1985	0
963	1985	0
970	1985	0
971	1985	0
972	1985	0
973	1985	0
974	1985	0
1021	1985	0
1023	1985	0
1024	1985	0
1071	1985	0
1072	1985	0
1073	1985	0
1074	1985	0
1075	1985	0
1124	1985	0
1125	1985	0
1126	1985	0
1127	1985	4
1176	1985	0
1177	1985	0
1178	1985	0
1179	1985	0
1227	1985	0
1228	1985	0
1229	1985	0
1230	1985	0
1231	1985	0
1277	1985	0
1279	1985	0
1280	1985	0
1281	1985	0
1282	1985	0
1283	1985	0
1330	1985	0
1333	1985	0
1334	1985	0
1372	1985	0
1373	1985	0
1378	1985	0
1381	1985	0
1383	1985	0
1385	1985	0
1386	1985	0
1426	1985	0
1431	1985	0
1433	1985	0
1435	1985	0
1436	1985	0
1437	1985	0
1485	1985	0
1486	1985	0
1488	1985	0
1489	1985	0
1490	1985	1
1535	1985	0
1536	1985	0
1538	1985	0
1541	1985	0
1578	1985	0
1584	1985	0
1587	1985	0
1592	1985	0
1594	1985	0
1628	1985	0
1629	1985	0
1634	1985	0
1635	1985	0
1637	1985	0
1644	1985	0
1685	1985	0
1686	1985	0
1691	1985	0
1692	1985	0
1693	1985	0
1694	1985	0
1730	1985	0
1736	1985	0
1737	1985	0
1738	1985	0
1742	1985	0
1743	1985	0
1744	1985	0
1745	1985	0
1786	1985	0
1787	1985	0
1788	1985	0
1789	1985	0
1791	1985	0
1792	1985	0
1794	1985	0
1795	1985	0
1796	1985	0
1837	1985	0
1838	1985	0
1839	1985	0
1840	1985	0
1841	1985	0
1842	1985	0
1844	1985	0
1845	1985	0
1875	1985	0
1888	1985	0
1889	1985	0
1939	1985	0
2032	1985	0
2041	1985	0
2042	1985	0
2093	1985	0
2142	1985	1
2196	1985	0
2241	1985	0
2243	1985	0
2244	1985	0
2245	1985	1
241	1995	4
242	1995	0
291	1995	0
292	1995	0
344	1995	0
345	1995	0
349	1995	0
350	1995	4
396	1995	0
400	1995	0
405	1995	0
406	1995	0
407	1995	0
409	1995	0
449	1995	1
450	1995	0
454	1995	0
455	1995	0
456	1995	0
457	1995	0
459	1995	0
502	1995	0
507	1995	0
508	1995	0
509	1995	0
510	1995	0
553	1995	0
559	1995	0
560	1995	0
561	1995	0
562	1995	0
565	1995	0
569	1995	3
604	1995	0
606	1995	14
608	1995	0
611	1995	0
612	1995	0
616	1995	0
619	1995	0
654	1995	0
655	1995	0
659	1995	0
661	1995	0
662	1995	0
664	1995	0
665	1995	0
668	1995	1
669	1995	5
670	1995	0
705	1995	0
709	1995	0
713	1995	0
714	1995	0
716	1995	0
718	1995	0
720	1995	0
721	1995	0
758	1995	0
759	1995	0
762	1995	0
763	1995	0
764	1995	0
765	1995	0
766	1995	0
770	1995	0
772	1995	0
773	1995	0
774	1995	0
809	1995	0
810	1995	0
811	1995	0
812	1995	0
814	1995	0
817	1995	0
818	1995	0
819	1995	0
821	1995	0
823	1995	0
824	1995	0
862	1995	0
863	1995	1
865	1995	0
870	1995	0
872	1995	0
873	1995	0
874	1995	0
875	1995	0
916	1995	0
918	1995	0
920	1995	0
921	1995	0
922	1995	0
923	1995	0
924	1995	1
925	1995	3
926	1995	0
963	1995	0
970	1995	1
971	1995	0
972	1995	1
973	1995	1
974	1995	0
1021	1995	12
1023	1995	0
1024	1995	0
1071	1995	0
1072	1995	0
1073	1995	2
1074	1995	0
1075	1995	4
1124	1995	1
1125	1995	0
1126	1995	0
1127	1995	4
1176	1995	0
1177	1995	0
1178	1995	0
1179	1995	0
1227	1995	0
1228	1995	0
1229	1995	1
1230	1995	0
1231	1995	0
1277	1995	0
1279	1995	0
1280	1995	0
1281	1995	0
1282	1995	0
1283	1995	0
1330	1995	0
1333	1995	0
1334	1995	0
1372	1995	0
1373	1995	0
1378	1995	0
1381	1995	0
1383	1995	0
1385	1995	0
1386	1995	0
1426	1995	0
1431	1995	0
1433	1995	0
1435	1995	0
1436	1995	0
1437	1995	0
1485	1995	0
1486	1995	0
1488	1995	0
1489	1995	0
1490	1995	1
1535	1995	0
1536	1995	0
1538	1995	0
